No.	Word	Valence_Mean	Valence_SD	Arousal_Mean	Arousal_SD	Frequency
350	合宜	6.2	0.4	4.4	1.625	18
351	回春	6.2	0.4	4.8	1.6	0
353	多疑	3.8	0.4	6	0.632	6
354	好玩	6.2	0.4	5.8	1.166	145
356	好處	6.2	0.4	5	1.673	305
365	成見	3.8	0.4	5.2	1.327	44
367	收穫	6.8	0.4	5.6	1.497	153
404	自鳴得意	4.2	0.4	5	1.897	0
414	低落	3.8	0.4	3	1.414	63
423	冷靜	5.2	0.4	4.4	2.245	123
428	含糊	3.8	0.4	4.2	0.98	35
429	吹毛求疵	3.2	0.4	5.6	0.8	4
457	快樂	7.2	0.4	6.4	0.8	942
461	把握	5.8	0.4	4.6	1.02	135
469	攻勢	5.2	0.4	6.4	1.2	77
473	沉重	3.2	0.4	5.8	0.98	54
479	狂笑	8.2	0.4	8.2	0.4	5
504	受虐	1.8	0.4	8	0.632	11
508	受罪	2.8	0.4	6.8	0.4	8
513	命運	4.8	0.4	4.4	1.744	293
517	和煦	6.8	0.4	4	1.265	8
525	奇怪	4.2	0.4	5.2	0.4	362
537	忽視	3.2	0.4	4.8	1.6	152
540	怕羞	4.2	0.4	5.4	1.356	4
542	性情	5.2	0.4	4.4	1.744	71
552	拉緊	5.2	0.4	5.6	0.8	0
560	昂貴	3.8	0.4	4.4	1.356	128
562	明智	7.2	0.4	4.4	1.625	20
563	昏沉	3.2	0.4	3.4	1.855	25
573	欣慰	6.2	0.4	4.6	1.2	48
574	欣賞	6.8	0.4	5.6	1.02	589
575	歧視	2.8	0.4	6.8	0.748	137
588	長處	6.8	0.4	4.8	1.47	32
590	非禮	2.2	0.4	7.6	0.49	7
591	非難	3.2	0.4	5.6	0.8	0
601	俗氣	3.8	0.4	4.4	0.8	10
602	保衛	5.8	0.4	6.4	0.49	41
618	哀求	2.8	0.4	5.6	1.497	29
625	哀慟	1.8	0.4	7.6	0.49	0
627	品德	5.2	0.4	4.2	1.72	38
642	怒色	2.8	0.4	7.4	1.02	0
650	恍惚	3.8	0.4	3.8	1.47	25
654	拮据	3.2	0.4	3.8	1.47	17
661	挑釁	3.2	0.4	6.8	0.4	22
663	柔	5.2	0.4	3	1.673	23
664	柔軟	5.8	0.4	3.4	1.02	61
665	柔順	5.8	0.4	3.2	1.166	10
671	活潑	6.8	0.4	6.4	0.8	260
675	炫耀	3.8	0.4	6	0.894	44
678	珍奇	6.8	0.4	5.8	1.47	14
688	美好	6.8	0.4	5.6	1.356	275
694	美麗	7.2	0.4	5.8	2.135	656
701	苦惱	3.2	0.4	5	1.673	45
705	虐待	2.2	0.4	7.4	0.8	55
707	負債	3.2	0.4	6	1.265	21
710	重大	4.8	0.4	7.2	0.748	450
714	面臨	4.8	0.4	5.8	1.47	641
716	首要	5.2	0.4	5	1.673	76
733	害怕	3.2	0.4	5.6	1.497	261
735	容光煥發	7.2	0.4	5	2.098	6
739	弱	3.8	0.4	4.6	1.625	127
740	弱點	3.8	0.4	4.8	1.6	47
746	恩典	6.8	0.4	4.6	1.356	0
754	悔過	2.8	0.4	6.2	1.166	5
770	狹小	3.8	0.4	4	1.673	47
771	狹隘	3.8	0.4	4.2	1.47	32
792	神經質	3.2	0.4	5.6	1.497	21
809	臭	3.8	0.4	4.6	1.625	86
810	臭味	3.8	0.4	5	1.673	9
819	衰弱	3.2	0.4	5	2.098	26
820	衰退	3.2	0.4	5	1.789	75
822	衰微	3.2	0.4	4.8	1.47	6
824	討喜	6.8	0.4	6	1.095	5
826	迷人	6.8	0.4	6.2	1.166	96
842	偏心	3.2	0.4	5.4	1.356	14
843	偏好	5.2	0.4	4	1.789	51
851	動人	6.8	0.4	6.2	0.748	101
859	寂寞	3.2	0.4	4.6	2.059	196
868	強烈	4.8	0.4	7.8	0.748	452
874	得罪	3.2	0.4	5.6	1.356	60
882	掃興	3.2	0.4	4.8	1.833	13
889	敏捷	6.2	0.4	5.4	1.356	27
914	爽朗	6.8	0.4	5.2	1.47	19
917	猜疑	3.2	0.4	5.6	0.8	17
936	笨手笨腳	3.2	0.4	6	1.095	0
937	笨拙	3.2	0.4	4.8	1.72	15
938	粗心	3.8	0.4	4.8	1.6	32
941	粗暴	2.2	0.4	8.2	0.4	24
950	羞憤	2.2	0.4	7.8	0.4	0
954	許諾	5.8	0.4	4.8	1.47	0
955	貧困	3.2	0.4	4.4	1.02	56
956	貧苦	2.8	0.4	5.4	1.02	23
957	貧病	2.8	0.4	4.6	1.02	0
958	貧窮	2.8	0.4	4.6	1.02	131
960	貪	3.2	0.4	5.4	1.625	62
964	貪求	3.2	0.4	5.8	1.166	0
974	陰沉	3.2	0.4	3.4	1.02	0
975	陰森	3.2	0.4	3.6	0.8	10
981	凱旋	7.2	0.4	7	0	16
982	創傷	2.8	0.4	6.2	0.748	30
986	博學	6.8	0.4	4.8	1.6	11
989	善意	6.8	0.4	5	1.673	64
1000	喜極而泣	8.2	0.4	8.4	0.49	0
1014	富有	7.2	0.4	4.8	1.6	89
1023	就緒	5.2	0.4	3.6	1.625	18
1024	復仇	2.2	0.4	7.6	0.49	22
1032	悲愁	2.8	0.4	4.6	1.855	0
1033	悲慘	2.2	0.4	7	1.095	48
1037	悲憫	2.8	0.4	5	2.28	8
1038	悲歡	4.8	0.4	5.4	1.744	0
1039	悲觀	3.2	0.4	4.4	1.625	81
1040	悶	3.8	0.4	4	1.265	53
1043	惡化	2.8	0.4	6.2	0.748	147
1046	惡性	2.8	0.4	6.4	0.8	94
1052	惡意	2.8	0.4	6.8	0.748	19
1053	惡運	2.8	0.4	6	0.894	0
1060	景仰	6.8	0.4	5.8	0.748	11
1062	最好	6.8	0.4	6.2	0.748	466
1063	最佳	7.2	0.4	6.4	1.02	465
1068	欽佩	7.2	0.4	5.8	0.98	27
1081	無效	4.2	0.4	4.4	1.2	45
1082	無益	3.8	0.4	3.8	1.47	19
1085	無望	2.8	0.4	4.8	1.327	18
1086	無聊	3.8	0.4	3.4	1.356	143
1109	絕妙	6.8	0.4	6.8	0.4	4
1111	脾氣	4.8	0.4	4.4	1.96	77
1113	舒適	6.8	0.4	3.6	1.2	142
1140	傷亡	2.2	0.4	7.4	1.02	31
1143	傷害	2.8	0.4	6.6	1.02	265
1161	想念	4.8	0.4	5.4	1.96	45
1169	感恩	7.2	0.4	4.8	0.4	55
1171	感傷	3.8	0.4	5.4	1.744	42
1191	毀掉	2.8	0.4	6.6	1.02	14
1192	毀敗	2.8	0.4	6.4	1.356	0
1193	毀棄	2.8	0.4	6.6	1.625	9
1195	毀損	2.8	0.4	6.2	1.72	17
1196	毀滅	2.8	0.4	7.6	1.02	56
1198	毀壞	3.2	0.4	5.8	0.748	21
1204	滑稽	4.2	0.4	5	1.095	13
1207	煩心	3.2	0.4	6	0.632	5
1208	煩忙	3.2	0.4	6.2	1.72	0
1209	煩勞	3.2	0.4	5.8	1.6	0
1213	煩愁	2.8	0.4	6.8	0.4	0
1217	煩躁	3.2	0.4	7.6	1.2	16
1222	罪人	2.8	0.4	6	0.632	12
1239	詫異	4.2	0.4	6.8	1.166	15
1259	頑固	3.2	0.4	6.4	0.8	23
1262	厭世	2.2	0.4	6.6	1.855	8
1263	厭食	2.8	0.4	5.2	2.04	0
1264	厭倦	3.2	0.4	4.2	1.6	23
1277	摧毀	2.8	0.4	7.2	0.4	70
1278	榮幸	6.8	0.4	5.4	1.356	17
1283	漂亮	7.2	0.4	6	1.265	361
1284	漫不經心	3.2	0.4	3.4	1.356	10
1285	瑣事	3.8	0.4	4.6	0.8	18
1286	瑣碎	3.8	0.4	4.6	0.49	34
1287	疑心	3.2	0.4	5.4	0.8	0
1309	認可	5.8	0.4	4	1.265	49
1311	誤會	3.2	0.4	5.4	1.744	45
1314	豪爽	7.2	0.4	6.8	0.98	22
1315	豪華	6.8	0.4	5.8	1.166	135
1316	輕快	6.2	0.4	4.8	1.166	28
1317	輕忽	3.8	0.4	5.2	0.748	17
1322	鄙	2.8	0.4	6.2	1.166	0
1326	酸甜苦辣	4.8	0.4	5.2	0.4	0
1328	骯髒	3.2	0.4	4.6	1.356	27
1330	僵化	3.8	0.4	4	0.894	41
1333	僵局	3.8	0.4	4.2	0.98	35
1337	嘮叨	3.8	0.4	5.8	1.47	26
1339	噁心	2.2	0.4	6.8	0.748	48
1343	嬌弱	3.8	0.4	3.4	1.497	4
1344	寬大	6.2	0.4	4.2	1.939	35
1352	憂患	3.2	0.4	5.4	1.2	6
1355	憂愁	2.8	0.4	5.4	1.02	21
1357	憂慮	2.8	0.4	6.2	1.166	36
1362	摯情	7.2	0.4	5.4	1.497	0
1365	撒謊	3.2	0.4	5.2	0.748	19
1370	暴力	2.2	0.4	7.8	0.4	207
1372	暴躁	2.8	0.4	8	0.632	30
1376	樂天	6.8	0.4	4.6	2.417	5
1379	樂而	6.2	0.4	4.4	1.625	0
1380	樂得	6.2	0.4	4.4	1.625	0
1383	樂極生悲	2.8	0.4	6.8	0.98	0
1388	潔淨	6.2	0.4	4.6	1.356	31
1396	獎	6.8	0.4	5.2	1.327	225
1402	獎章	6.8	0.4	5	1.673	57
1403	獎牌	6.8	0.4	5.2	1.327	23
1411	糊塗	3.8	0.4	3.6	1.02	53
1412	緩和	5.2	0.4	3.2	1.166	60
1423	適時	6.2	0.4	5	1.265	98
1424	適當	6.2	0.4	4.6	0.8	513
1430	霉運	2.8	0.4	5.4	1.356	0
1433	魅力	7.2	0.4	5.6	1.855	174
1444	操心	3.8	0.4	5.6	1.356	26
1445	操守	5.2	0.4	3.8	1.47	19
1450	整潔	6.8	0.4	4.2	1.47	59
1455	激動	4.8	0.4	7.8	0.748	127
1457	激勵	7.2	0.4	6.8	0.4	95
1458	獨自	4.2	0.4	3.2	1.6	121
1464	興旺	6.8	0.4	5.6	1.497	16
1471	親吻	7.2	0.4	7.4	1.356	16
1477	踴躍	6.8	0.4	6.8	0.4	132
1478	蹂躪	2.2	0.4	7.6	0.49	20
1481	遲到	3.8	0.4	5	0.632	42
1484	遺棄	2.8	0.4	5.8	1.939	33
1491	優	6.8	0.4	5.4	1.356	19
1495	優美	6.8	0.4	5.4	1.497	132
1498	優雅	6.8	0.4	5	1.414	80
1499	優勢	6.8	0.4	6	0.894	271
1506	尷尬	3.8	0.4	4.6	0.8	75
1507	懦	3.2	0.4	4.2	0.98	0
1508	擊	4.8	0.4	6.6	1.497	35
1537	謝意	6.2	0.4	6	1.549	32
1540	鮮美	6.2	0.4	5.4	1.356	28
1542	簡潔	6.2	0.4	4.8	1.47	36
1585	觸景傷情	2.8	0.4	6.2	0.98	0
1598	躊躇	4.2	0.4	4.8	1.166	13
1599	顧慮	4.2	0.4	4.6	1.02	43
1600	歡天喜地	8.2	0.4	7.8	0.4	9
1615	變動	4.8	0.4	6	0.894	190
1617	驚	4.8	0.4	7	1.095	51
1618	驚人	4.8	0.4	7.6	0.8	191
1647	讚不絕口	8.2	0.4	8	0.632	12
1648	讚佩	7.8	0.4	7	0.632	0
1658	增加	5.8	0.4	4	1.41	1755
1676	說明	4.8	0.4	3.4	1.02	814
1678	經營	5.8	0.4	4	0.63	1385
1681	專家	6.2	0.4	4.2	1.33	900
1689	提高	5.8	0.4	5	1.26	783
1714	正常	5.8	0.4	3.4	1.02	541
1715	權益	5.2	0.4	3.8	1.83	314
1718	音樂	5.2	0.4	3	1.41	1218
1719	良好	6.8	0.4	4.2	0.98	478
1724	自然	5.2	0.4	3.4	1.2	1012
1726	明確	6.2	0.4	3.4	1.02	337
1730	充分	5.8	0.4	4.4	1.02	472
1733	一致	5.2	0.4	3.6	1.02	335
1734	合理	5.8	0.4	3.6	1.02	493
1737	掌握	5.2	0.4	4.2	1.47	609
1742	財產	5.2	0.4	2.4	1.36	262
1748	迅速	5.8	0.4	4.8	1.33	354
1751	當然	5.2	0.4	4	1.1	1938
1753	推薦	6.2	0.4	4.4	1.02	217
1758	時機	5.2	0.4	3.2	1.72	193
1759	解除	4.8	0.4	3.4	2.15	138
1764	贊成	6.2	0.4	4.6	1.2	241
1765	期待	6.2	0.4	5.6	1.02	289
1766	增進	5.8	0.4	4.4	1.36	197
1769	遵守	5.2	0.4	3	1.1	134
1777	友好	6.2	0.4	4.4	1.62	34
1779	健全	6.2	0.4	3.8	1.33	182
1780	固定	5.2	0.4	2.8	1.33	363
1783	實行	5.2	0.4	3.6	1.36	177
1786	的確	5.2	0.4	3	1.41	569
1790	促成	5.8	0.4	4.4	1.85	92
1793	專門	5.2	0.4	3.6	1.02	230
1796	清理	4.8	0.4	4.2	1.17	70
1804	休息	5.2	0.4	2.8	1.17	344
1826	正當	6.2	0.4	4	1.26	76
1827	履行	5.2	0.4	3.8	2.32	34
1829	革新	6.2	0.4	5.4	1.62	59
1833	巨大	5.2	0.4	4.8	2.23	188
1837	適度	5.2	0.4	3	1.26	97
1838	罕見	5.2	0.4	4.2	2.04	59
1844	致意	5.2	0.4	4.2	1.6	21
1855	推進	5.2	0.4	4.8	1.72	25
1857	技巧	5.2	0.4	3.2	1.72	437
1861	清潔	5.2	0.4	3.6	1.85	140
1863	想像	5.2	0.4	3.6	1.62	384
1869	均衡	5.2	0.4	3	1.41	101
1870	分工	5.2	0.4	3.2	0.98	113
1876	輔助	5.2	0.4	3.6	1.85	174
1877	倫理	5.2	0.4	3	1.41	159
1879	平息	4.8	0.4	3.8	1.47	33
1884	建設性	5.8	0.4	3.4	1.2	32
1885	互利	5.8	0.4	3.8	1.33	10
1886	切實	5.2	0.4	3.6	1.62	34
1890	開採	5.2	0.4	3.8	2.04	45
1891	生育	5.2	0.4	4.4	2.15	53
1896	留意	4.8	0.4	3.6	2.06	85
1899	約定	5.2	0.4	4	0.89	68
1902	充裕	6.2	0.4	4	1.26	76
1903	通用	5.2	0.4	3.4	1.36	34
1904	合乎	5.2	0.4	3.2	1.47	115
1911	注目	5.2	0.4	3.8	1.33	63
1913	穩固	5.8	0.4	3.8	0.75	50
1914	保密	5.2	0.4	3.6	1.2	43
1916	道理	5.2	0.4	3.2	1.17	403
1920	古典	5.2	0.4	2.8	1.17	217
1921	趣味	5.8	0.4	4.2	1.17	116
1922	集資	5.2	0.4	4	1.9	12
1929	一流	6.8	0.4	4.6	1.36	104
1934	互助	5.8	0.4	3.6	1.36	39
1938	守法	5.8	0.4	3.6	1.5	59
1945	準確	5.8	0.4	3.6	1.36	79
1950	補足	5.2	0.4	3.4	1.02	40
1952	暢談	5.8	0.4	5.4	1.02	22
1955	精確	5.8	0.4	3.8	0.98	89
1959	無異議	5.2	0.4	3	1.41	0
1960	去除	4.8	0.4	3.4	1.62	49
1963	協力	5.8	0.4	3.6	1.62	22
1971	合法性	5.2	0.4	3.8	1.94	21
1974	邏輯	5.2	0.4	2.8	1.33	144
1977	調停	4.8	0.4	3.4	1.36	0
1981	感人	6.2	0.4	5.4	1.2	54
1985	正規	5.8	0.4	3.2	1.17	45
1986	親近	6.2	0.4	3.8	0.75	74
1988	人情	5.2	0.4	3.4	1.62	90
1992	修理	4.8	0.4	3.8	1.17	57
1999	負有	4.8	0.4	3	1.26	16
2000	明瞭	5.8	0.4	3.6	1.36	49
2003	自立	5.8	0.4	4.2	0.98	22
2009	勤奮	6.8	0.4	5	1.9	38
2017	別緻	5.8	0.4	3.6	1.5	7
2019	安然	5.8	0.4	3	1.1	25
2022	安泰	6.2	0.4	3.6	1.02	14
2026	多福	6.2	0.4	3.8	1.47	0
2034	攻讀	5.8	0.4	4.4	1.5	33
2036	恭喜	6.8	0.4	5.6	1.02	70
2037	吸引人	6.2	0.4	4.6	1.85	28
2039	消退	4.8	0.4	4	1.9	15
2046	同感	5.2	0.4	4	1.26	20
2056	勝任	6.2	0.4	3.6	1.62	30
2059	盡情	5.8	0.4	4.8	1.33	63
2062	踏實	6.2	0.4	4	1.1	43
2064	固守	5.2	0.4	3.6	1.02	14
2066	有理	6.2	0.4	3.6	1.02	40
2072	憧憬	5.8	0.4	3.4	1.5	55
2075	天真	6.2	0.4	3.2	1.17	92
2079	征服	5.2	0.4	5.6	1.36	53
2084	首肯	5.2	0.4	3	1.55	11
2085	吉利	6.8	0.4	3.8	0.75	17
2086	鬥志	6.8	0.4	5.8	1.94	30
2087	相等	5.2	0.4	3	1.1	31
2093	魔法	5.2	0.4	3	1.41	15
2102	熟練	5.8	0.4	3.4	1.02	37
2103	巧妙	5.8	0.4	3.6	1.5	59
2108	助手	5.2	0.4	3	1.41	31
2109	過癮	6.2	0.4	4.6	1.36	34
2116	美感	6.2	0.4	3.8	1.33	122
2130	好意	6.2	0.4	3.6	1.02	23
2131	健美	5.8	0.4	3.6	0.8	20
2132	說服力	5.2	0.4	3.6	1.85	24
2134	細緻	5.8	0.4	3.4	1.36	60
2139	發財	6.8	0.4	5.8	1.17	35
2141	分寸	4.8	0.4	3.4	1.85	17
2144	學成	6.2	0.4	4.2	1.47	16
2145	出乎意料	5.2	0.4	6	0.89	18
2153	平坦	5.2	0.4	2.4	1.36	41
2155	純真	6.2	0.4	3	1.1	44
2158	嗜好	5.2	0.4	3	1.26	54
2161	均等	5.2	0.4	2.6	1.36	10
2163	獨有	5.8	0.4	3.6	1.62	22
2165	用功	6.2	0.4	5	1.41	90
2171	賞識	6.2	0.4	4.2	1.17	18
2173	精明	5.8	0.4	4	1.1	40
2174	要緊	4.8	0.4	5.2	0.75	57
2175	新奇	5.8	0.4	4.2	1.47	52
2177	抒發	4.8	0.4	3.8	1.47	17
2179	謙卑	6.2	0.4	3.8	1.72	9
2183	規矩	5.2	0.4	3	1.41	79
2187	談戀愛	6.2	0.4	5.4	1.5	47
2198	雀躍	6.8	0.4	6	1.1	19
2202	自如	5.2	0.4	2.8	1.33	26
2210	老實	6.2	0.4	3.6	1.02	89
2214	群策群力	6.2	0.4	4	1.41	11
2218	內行	6.2	0.4	3.8	1.47	17
2219	奇妙	5.8	0.4	4.2	1.6	73
2222	盡興	6.2	0.4	4.8	1.47	28
2231	利用	4.8	0.4	3.6	1.5	1727
2234	下跌	3.2	0.4	4.6	1.02	71
2239	限制	4.2	0.4	4.2	1.33	579
2241	降低	4.8	0.4	3.6	1.2	497
2242	危機	3.2	0.4	5.6	1.5	541
2253	停止	4.8	0.4	3.6	1.62	283
2259	感染	3.2	0.4	5	1.1	263
2262	障礙	4.2	0.4	4.2	0.75	379
2270	走私	2.8	0.4	5.2	0.4	58
2275	反彈	3.8	0.4	5.4	1.02	278
2286	風暴	3.2	0.4	5.4	1.36	67
2299	對手	4.8	0.4	4	1.41	182
2304	難民	3.2	0.4	4	0.89	32
2319	暫停	4.8	0.4	3.4	1.5	72
2330	危害	3.2	0.4	4.8	1.47	39
2345	游擊隊	4.8	0.4	4.4	1.62	5
2355	風波	4.2	0.4	4.2	1.47	86
2358	罰款	3.8	0.4	4	1.26	35
2366	縮小	4.8	0.4	3	1.26	93
2369	竟然	4.8	0.4	4.8	1.17	354
2370	中毒	2.8	0.4	6	0.89	71
2376	削減	3.8	0.4	4.6	1.02	28
2379	故障	3.8	0.4	4.2	1.17	58
2380	處置	4.8	0.4	4	1.67	63
2383	緩慢	4.8	0.4	3	0.89	97
2395	災難	3.2	0.4	5.6	0.8	118
2404	辛苦	4.2	0.4	3.8	1.17	373
2412	高價	5.2	0.4	3.8	0.75	32
2422	暗示	4.8	0.4	3.6	1.02	72
2431	醜聞	3.2	0.4	5.4	1.2	14
2440	減弱	3.8	0.4	4.2	1.17	41
2442	開除	3.2	0.4	5.8	0.75	37
2443	開槍	2.8	0.4	6	1.1	26
2446	高壓	4.2	0.4	5	1.1	46
2452	動亂	3.2	0.4	6.2	0.75	48
2458	任意	4.2	0.4	4.2	0.98	105
2460	受害者	2.8	0.4	4.6	1.02	0
2468	沈重	3.8	0.4	4.2	1.47	83
2474	沒想到	4.8	0.4	4	1.67	209
2498	駁回	3.8	0.4	4.6	1.02	32
2499	吸毒	2.8	0.4	6.2	0.75	84
2502	扣押	3.2	0.4	5.6	0.49	9
2503	致死	2.2	0.4	6.2	1.17	26
2507	相反	4.8	0.4	3.8	1.17	204
2514	屠殺	2.2	0.4	7.2	1.17	31
2519	落選	3.2	0.4	5.2	1.33	14
2521	缺席	3.8	0.4	4.6	0.8	45
2531	氾濫	3.2	0.4	5.6	0.49	58
2537	賄賂	2.8	0.4	5.6	0.49	10
2551	格外	4.8	0.4	4.2	1.33	113
2554	行賄	2.8	0.4	6.4	1.02	5
2555	告發	3.8	0.4	5.4	0.8	25
2573	擁擠	3.8	0.4	5.4	0.49	83
2574	肆虐	3.2	0.4	6.2	1.17	26
2577	監禁	3.2	0.4	4.6	1.02	11
2579	驅逐	3.2	0.4	6	0.63	27
2581	過剩	4.2	0.4	4	0.89	35
2583	燒燬	3.2	0.4	5.8	0.75	6
2588	血腥	2.8	0.4	5.6	0.49	18
2597	闖入	3.2	0.4	6.2	0.98	34
2600	遺失	3.8	0.4	4.2	1.47	40
2625	骨折	3.2	0.4	5	0.63	5
2633	欺騙	3.2	0.4	6	0.89	76
2636	次級	4.2	0.4	3.6	1.2	38
2638	投訴	3.8	0.4	5	1.1	22
2639	施以	4.8	0.4	3.8	0.98	34
2644	默默	4.8	0.4	3	1.1	107
2650	絲毫	4.8	0.4	2.6	1.36	115
2654	停頓	4.8	0.4	2.8	1.33	30
2665	顛覆	5.2	0.4	5.4	1.62	48
2673	變相	4.8	0.4	4.2	1.17	18
2693	追逐	4.8	0.4	5.4	1.36	80
2694	贓物	3.2	0.4	4	1.41	11
2699	痛心	2.8	0.4	6.6	1.02	48
2703	偏差	3.8	0.4	3.8	1.17	59
2710	流出	4.8	0.4	3.2	0.98	39
2711	婉拒	4.2	0.4	3	1.1	15
2713	斷絕	3.2	0.4	5.8	0.75	32
2718	情結	4.8	0.4	2.6	1.36	98
2728	傾斜	3.8	0.4	3.8	1.17	41
2738	狹窄	4.2	0.4	3.4	1.36	78
2745	洩露	3.8	0.4	4.8	0.98	13
2749	智障	2.8	0.4	4.8	1.47	48
2750	老大	4.8	0.4	2.8	1.6	153
2751	共謀	3.8	0.4	5.2	0.75	0
2752	發炎	3.8	0.4	4.8	0.75	47
2754	得不到	3.8	0.4	3.8	1.17	0
2756	不和	3.8	0.4	4.2	1.47	20
2758	擾亂	3.8	0.4	5.4	0.8	27
2760	假冒	3.8	0.4	4.4	1.02	5
2766	違章	3.8	0.4	5.2	0.75	16
2779	屠宰	2.8	0.4	5.6	0.49	8
2780	不合時宜	3.8	0.4	3.6	1.36	20
2781	低潮	3.8	0.4	3.2	1.47	26
2782	毛病	3.8	0.4	3.8	1.17	106
2783	作秀	3.8	0.4	4.2	1.47	17
2785	寧願	4.8	0.4	2.8	1.33	65
2786	遇刺	2.8	0.4	5.8	0.75	11
2788	失調	3.8	0.4	3.6	1.2	43
2789	猥褻	2.8	0.4	5.4	1.36	9
2797	清寒	3.8	0.4	3.8	1.17	16
2810	剔除	4.3	0.4	4.6	1.881	20
2820	沈默	4.7	0.4	2.2	1.47	53
2826	裂縫	4.2	0.4	2.9	1.114	11
2838	碰撞	4.3	0.4	4.4	1.497	37
2852	慾望	4.8	0.4	5	1.414	154
2862	灌輸	4.8	0.4	2.9	0.49	53
2863	圍毆	2.8	0.4	6.4	1.02	0
2868	墳墓	4.3	0.4	2	0.548	38
2883	鼓動	4.7	0.4	5.3	1.72	15
2892	討價還價	4.3	0.4	4.9	1.02	28
2894	上吊	2.2	0.4	6	2.098	11
2900	賭注	4.8	0.4	2.7	0.98	0
2906	壓倒	4.3	0.4	5.8	1.568	12
2918	不知去向	4.3	0.4	2.7	0.98	0
2922	新手	4.8	0.4	2.2	0.748	17
2932	遊蕩	4.3	0.4	2.9	0.49	14
2937	失序	3.8	0.4	4.5	1.095	0
2945	姦淫	2.8	0.4	6.1	1.02	0
2947	狂風	4.8	0.4	5.3	2.358	27
2954	樸素	5.3	0.4	1.6	0.374	27
2962	寓意	5.2	0.4	2.1	0.49	15
2967	間歇	5.2	0.4	2.8	1.72	0
2973	攙扶	5.7	0.4	2.5	0.447	0
2975	光澤	5.2	0.4	2.3	0.872	24
2993	好客	5.7	0.4	4.6	1.356	17
2999	涼快	5.8	0.4	3.6	1.02	23
3004	無庸	5.3	0.4	2.4	0.49	0
3031	樂事	6.3	0.4	4.8	1.364	9
3036	真確	5.3	0.4	2.5	0.447	0
3042	順眼	5.8	0.4	2.7	0.4	23
3067	負數	4.7	0.4	2.8	1.327	0
3068	出沒	4.8	0.4	3.1	1.02	27
3069	過節	3.7	0.4	5	1.14	30
3074	疑雲	4.2	0.4	3.7	1.4	8
3075	悶熱	4.2	0.4	3.2	1.03	18
3079	失常	3.2	0.4	6.1	0.917	19
3085	老是	4.7	0.4	3.8	1.86	119
3098	困惑	4.2	0.4	4.8	1.166	43
3102	偷偷	3.8	0.4	4.1	1.356	109
3103	刻板	4.3	0.4	3.3	1.077	53
3105	囂張	3.3	0.4	6.9	0.917	16
3112	堪慮	3.7	0.4	5.7	0.872	13
3113	告誡	4.3	0.4	5.7	1.077	23
3114	欺負	3.3	0.4	6.5	0.775	70
3131	計較	3.8	0.4	6.1	0.663	75
3136	姑息	3.8	0.4	5.7	0.872	0
3161	頭暈	3.8	0.4	4.6	1.02	9
3164	改頭換面	6.2	0.4	5.9	0.8	11
3167	留情	5.7	0.4	4.3	0.748	13
3188	雄偉	6.2	0.4	5.9	0.49	41
3196	耐勞	6.3	0.4	5.6	1.356	14
3208	賞心悅目	6.8	0.4	5.6	1.356	17
3228	恭敬	6.2	0.4	5.3	1.166	32
3270	牢靠	6.2	0.4	5.1	1.281	0
3329	加害	2.3	0.4	5.9	1.855	13
3397	興高采烈	8.3	0.4	7.8	0.4	30
3401	養活	5.7	0.4	4.5	1.924	22
3402	友愛	6.8	0.4	4	0.894	21
3411	簡明	5.7	0.4	3	1.095	0
3428	平整	5.3	0.4	2.8	1.364	13
3451	醉心	5.8	0.4	4.9	0.8	12
3464	明晰	5.7	0.4	3	0.949	9
3474	溫文儒雅	6.3	0.4	3.1	0.8	0
3478	長進	6.2	0.4	4.7	1.327	8
3499	施恩	6.2	0.4	3.7	1.47	0
3515	神氣活現	7.7	0.4	7	0.632	8
3524	順當	5.7	0.4	3.2	1.166	0
3527	切題	5.3	0.4	3.1	1.428	0
3529	抒懷	5.7	0.4	3	1.095	0
4006	沒效	4.2	0.4	4.4	1.2	0
4007	無效果	4.2	0.4	4.4	1.2	0
4008	沒效果	4.2	0.4	4.4	1.2	0
4398	冷靜下來	5.2	0.4	4.4	2.245	7
4401	沈默不語	4.7	0.4	2.2	1.47	0
4413	柔柔順順	5.8	0.4	3.2	1.166	0
4422	陰沈	3.2	0.4	3.4	1.02	4
4423	陰沈沈	3.2	0.4	3.4	1.02	0
4424	悶悶	3.8	0.4	4	1.265	0
4425	悶著	3.8	0.4	4	1.265	4
4426	欺侮	3.3	0.4	6.5	0.775	19
4448	煩燥	3.2	0.4	7.6	1.2	0
4453	嘮嘮叨叨	3.8	0.4	5.8	1.47	0
4459	可信賴	7.2	0.4	5.4	1.497	0
4467	埋怨	2.8	0.4	6.6	0.49	42
4471	假扮	3.8	0.4	4.4	1.02	6
4473	做秀	3.8	0.4	4.2	1.47	6
4474	得罪人	3.2	0.4	5.6	1.356	0
4483	昏沈	3.2	0.4	3.4	1.855	7
4484	昏昏沈沈	3.2	0.4	3.4	1.855	0
4485	昏昏沉沉	3.2	0.4	3.4	1.855	4
5480	細致	5.8	0.4	3.4	1.36	0
2854	攻擊性	3.4	0.374	5.6	1.655	0
2890	顧忌	4.6	0.374	4.3	1.166	18
2910	徒然	4.4	0.374	3.6	0.86	24
2919	丟掉	4.4	0.374	3.2	0.678	38
2940	電擊	4.4	0.374	5.1	1.562	0
3006	談笑風生	5.6	0.374	3.7	1.778	0
3028	含笑	5.6	0.374	3.9	0.49	14
